"","UW_Date","exposure_id","tenure","pet_gender","pet_de_sexed","pet_de_sexed_age","pet_is_switcher","nb_policy_first_inception_date","pet_age_months","nb_contribution","nb_excess","nb_address_type_adj","nb_suburb","nb_postcode","nb_state","person_dob","nb_contribution_excess","owner_age_years","nb_number_of_breeds","nb_average_breed_size","nb_breed_type","nb_breed_trait","nb_breed_name_unique","nb_breed_name_unique_concat","is_multi_pet_plan","lead_date_day","quote_date","quote_time_group","exposure_id_1","earned_units","Total_Earned","claim_nb","Total_claim_amount","Total_claim_paid","claim_freq","sa2_code","qi","density","severity","frequency","pet_is_male","nb_address_type_adj_numerical","nb_state_num","nb_breed_type_num","nb_breed_trait_num","is_multi_pet_plan_num","quote_time_group_num","size_encoding","owner_x_pet_age","age_breed_interaction","age_breed_interaction_bins","person_age","person_age_group","pet_age_year","nb_breed_trait_num_encoded"
"1081",2024-08-01,"exposure_144f4de2-ffb3-4abc-83f9-6664129cc2e6",4,"male","false","","",2024-04-24,54,80,200,"House","Taylors Hill","3037","VIC",1974-08-12,80200,49,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2024-04-04,"Afternoon (12:00 - 17:59)","exposure_144f4de2-ffb3-4abc-83f9-6664129cc2e6",1,4.2,0,0,0,0,"213011331","Poor",2287.5,NA,0,1,2,7,3,13,1,1,1,10,10,33,50,3,4.5,7
"1082",2024-08-01,"exposure_16064fd2-c278-4c03-b94c-e0296be8fd6b",1,"male","true","Not Sure","false",2024-07-13,3,90,200,"House","North Rocks","2151","NSW",1983-12-26,90200,40,1,1,"purebred","spitz related","schnauzerminiature","schnauzerminiature","false",1970-01-01,2024-07-14,"Evening (18:00 - 23:59)","exposure_16064fd2-c278-4c03-b94c-e0296be8fd6b",1,1.58064516129032,0,0,0,0,"125021478","Acceptable",3132.2,NA,0,1,2,2,3,15,1,2,1,1,3,1,40,3,0.25,15
"1083",2024-08-01,"exposure_1684afd6-33a6-4c7e-b4f0-936a741d7c9a",7,"female","true","1-2 yr","",2024-01-28,38,80,100,"House","Penshurst","2222","NSW",1986-04-30,80100,37,1,2,"purebred","teckel","dachshundstandard smooth haired","dachshundstandard smooth haired","false",1970-01-01,2024-01-08,"Afternoon (12:00 - 17:59)","exposure_1684afd6-33a6-4c7e-b4f0-936a741d7c9a",1,7.09677419354839,0,0,0,0,"119031368","Poor",NA,NA,0,0,2,2,3,16,1,1,1,8,10,16,38,2,3.16666666666667,11
"1084",2024-08-01,"exposure_1708451b-9f83-4cf8-b01f-3a99d9ded3fc",6,"male","false","","",2024-02-27,38,80,100,"House","Highton","3216","VIC",1971-09-30,80100,52,1,3,"purebred","hound","rhodesian ridgeback","rhodesian ridgeback","false",1970-01-01,2024-02-19,"Evening (18:00 - 23:59)","exposure_1708451b-9f83-4cf8-b01f-3a99d9ded3fc",1,6.06896551724138,0,0,0,0,"203011036","Acceptable",7.5,NA,0,1,2,7,3,6,1,2,1,10,10,23,53,3,3.16666666666667,12
"1085",2024-08-01,"exposure_1af04a4e-fc69-403e-b5c1-cc791b129627",8,"male","true","2+ yr","",2023-12-14,60,80,100,"House","Punchbowl","2196","NSW",1990-01-17,80100,33,1,1,"unnamed cross","unknown","chihuahua cross","chihuahua cross","false",1970-01-01,2023-12-15,"Afternoon (12:00 - 17:59)","exposure_1af04a4e-fc69-403e-b5c1-cc791b129627",1,8,1,444.972727272727,283.245454545454,0.125,"119011353","Poor",NA,6.09801299326053,0.125,1,2,2,4,19,1,1,1,10,10,12,34,2,5,14
"1086",2024-08-01,"exposure_1b4e2daa-6620-4587-a08e-3d7988cc302e",1,"female","false","","",2024-07-22,3,80,200,"House","Mundoolun","4285","QLD",1980-09-21,80200,43,1,3,"purebred","pinscher","doberman pinscher","doberman pinscher","false",1970-01-01,2024-07-23,"Evening (18:00 - 23:59)","exposure_1b4e2daa-6620-4587-a08e-3d7988cc302e",1,1.29032258064516,0,0,0,0,"310021277","Acceptable",6.3,NA,0,0,2,4,3,8,1,2,1,1,9,2,44,3,0.25,19
"1087",2024-08-01,"exposure_1c6db28f-7b7b-496a-922d-ab6270c51c91",2,"female","true","2+ yr","false",2024-06-07,75,80,200,"House","Casula","2170","NSW",1991-10-01,80200,32,1,3,"purebred","shepherd type","german shepherd","german shepherd","true",1970-01-01,2024-06-08,"Morning (05:00 - 11:59)","exposure_1c6db28f-7b7b-496a-922d-ab6270c51c91",1,2.76666666666667,0,0,0,0,"127021509","Good",3335.1,NA,0,0,2,2,3,12,2,4,1,10,10,41,33,2,6.25,16
"1088",2024-08-01,"exposure_1c753264-3ac5-4889-93fb-44d60e408b8b",6,"male","true","7-12 mo","",2024-02-14,21,100,100,"House","Coomera","4209","QLD",2000-06-24,100100,23,1,2,"purebred","collie related","border collie","border collie","true",1970-01-01,2024-01-29,"Morning (05:00 - 11:59)","exposure_1c753264-3ac5-4889-93fb-44d60e408b8b",1,7.09677419354839,0,0,0,0,"309071251","Poor",934.5,NA,0,1,2,4,3,4,2,4,1,3,10,9,24,2,1.75,6
"1089",2024-08-01,"exposure_2102b9b9-54a7-47cc-9e4d-34fbfc0e4551",0,"male","false","","false",2024-08-27,2,90,100,"House","Evanston","5116","SA",1995-08-18,90100,29,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2024-08-28,"Morning (05:00 - 11:59)","exposure_2102b9b9-54a7-47cc-9e4d-34fbfc0e4551",0.129032258064516,0.129032258064516,0,0,0,0,"402011026","Poor",304.2,NA,0,1,2,5,3,16,1,4,1,1,2,1,29,2,0.166666666666667,11
"1090",2024-08-01,"exposure_2155852e-0c07-4856-9ea5-fc2c756456f3",5,"female","false","","",2024-03-16,2,80,100,"House","Adelong","2729","NSW",1962-08-31,80100,61,1,1,"unnamed cross","unknown","jack russell terrier cross","jack russell terrier cross","false",1970-01-01,2024-03-17,"Morning (05:00 - 11:59)","exposure_2155852e-0c07-4856-9ea5-fc2c756456f3",1,5.48387096774194,0,0,0,0,"113021262","Poor",1,NA,0,0,2,2,4,19,1,4,1,1,2,1,62,4,0.166666666666667,14
"1091",2024-08-01,"exposure_24f6957d-14ff-4512-8893-c90796491939",8,"male","false","","",2023-12-01,59,80,100,"House","Banksia Beach","4507","QLD",1976-08-10,80100,47,1,3,"purebred","brachycephalic","american staffordshire terrier","american staffordshire terrier","false",1970-01-01,2023-12-02,"Afternoon (12:00 - 17:59)","exposure_24f6957d-14ff-4512-8893-c90796491939",1,8,8,10867.1909090909,9795.8,1,"313011363","Good",149.7,7.21406197901106,1,1,2,4,3,2,1,1,1,10,10,36,48,3,4.91666666666667,10
"1092",2024-08-01,"exposure_25931222-ebb3-4de1-bcb3-ad96c70c15fc",1,"male","true","2+ yr","false",2024-07-21,57,80,200,"House","Melbourne","3000","VIC",1993-10-27,80200,30,2,1.5,"cross","cross","cross","pug cross, cocker spaniel cross","false",1970-01-01,2024-07-21,"Afternoon (12:00 - 17:59)","exposure_25931222-ebb3-4de1-bcb3-ad96c70c15fc",1,1.32258064516129,0,0,0,0,"206041117","Good",11753.5,NA,0,1,2,7,1,5,1,1,0,10,10,18,31,2,4.75,5
"1093",2024-08-01,"exposure_271f30ab-7d65-4a53-86aa-59984ff5aae9",3,"female","true","1-2 yr","false",2024-05-14,18,80,100,"House","Point Cook","3030","VIC",1955-07-04,80100,68,1,2,"purebred","water dog","lagotto romagnolo","lagotto romagnolo","true",1970-01-01,2024-05-14,"Afternoon (12:00 - 17:59)","exposure_271f30ab-7d65-4a53-86aa-59984ff5aae9",1,3.54838709677419,0,0,0,0,"213011330","Poor",NA,NA,0,0,2,7,3,20,2,1,1,7,10,8,69,4,1.5,8
"1094",2024-08-01,"exposure_277db1cb-697e-41be-a81a-427b21d63a64",2,"female","false","","false",2024-06-24,16,80,100,"House","Bangalow","2479","NSW",1994-06-24,80100,30,2,2,"cross","cross","cross","kelpie cross, australian cattle dogblue heeler","true",1970-01-01,2024-06-23,"Afternoon (12:00 - 17:59)","exposure_277db1cb-697e-41be-a81a-427b21d63a64",1,2.2,0,0,0,0,"112011237","Acceptable",46.2,NA,0,0,2,2,1,5,2,1,1,3,10,7,30,2,1.33333333333333,5
"1095",2024-08-01,"exposure_286097d9-d209-4c91-9d5f-096b6582464e",7,"female","false","","",2024-01-14,3,80,0,"House","Berowra Heights","2082","NSW",1986-12-02,800,37,1,3,"purebred","brachycephalic","american staffordshire terrier","american staffordshire terrier","true",1970-01-01,2024-01-15,"Afternoon (12:00 - 17:59)","exposure_286097d9-d209-4c91-9d5f-096b6582464e",1,7.68,0,0,0,0,"115021298","Good",28.4,NA,0,0,2,2,3,2,2,1,1,1,9,2,37,2,0.25,10
"1096",2024-08-01,"exposure_2a924e90-584b-4451-9e63-cff1ebf29283",1,"male","true","1-2 yr","true",2024-07-20,27,80,200,"House","Abbotsford","3067","VIC",1996-03-03,80200,28,1,3,"purebred","retriever","golden retriever","golden retriever","false",1970-01-01,2024-07-21,"Morning (05:00 - 11:59)","exposure_2a924e90-584b-4451-9e63-cff1ebf29283",1,1.35483870967742,0,0,0,0,"206071139","Good",5750.1,NA,0,1,2,7,3,10,1,4,1,5,10,17,28,2,2.25,9
"1097",2024-08-01,"exposure_2cf8785d-4da2-4831-a156-08a6b40158d4",2,"male","false","","false",2024-06-20,2,80,200,"House","Tapping","6065","WA",1987-04-24,80200,37,2,1,"cross","cross","cross","poodleminiature, lhasa apso","false",1970-01-01,2024-06-21,"Morning (05:00 - 11:59)","exposure_2cf8785d-4da2-4831-a156-08a6b40158d4",1,2.33333333333333,0,0,0,0,"505011078","Poor",1746.4,NA,0,1,2,8,1,5,1,4,1,1,2,1,37,2,0.166666666666667,5
"1098",2024-08-01,"exposure_2e020bb1-07ef-43a7-9ac5-09bbe7813c03",2,"male","false","","false",2024-06-28,2,90,200,"House","D'Aguilar","4514","QLD",1987-08-23,90200,36,1,2,"cross","","bordoodle","bordoodle","false",1970-01-01,2024-06-29,"Evening (18:00 - 23:59)","exposure_2e020bb1-07ef-43a7-9ac5-09bbe7813c03",1,2.06666666666667,0,0,0,0,"313031370","Acceptable",2.1,NA,0,1,2,4,1,1,1,2,1,1,4,1,37,2,0.166666666666667,13
"1099",2024-08-01,"exposure_2fc4f003-3f44-4036-80e4-9a26b6bf69ed",1,"male","false","","",2024-07-24,38,80,200,"House","Stones Corner","4120","QLD",1995-09-02,80200,28,1,2,"purebred","teckel","cardigan welsh corgi","cardigan welsh corgi","false",1970-01-01,2024-07-03,"Evening (18:00 - 23:59)","exposure_2fc4f003-3f44-4036-80e4-9a26b6bf69ed",1,1.2258064516129,0,0,0,0,"303021052","Acceptable",4430,NA,0,1,2,4,3,16,1,2,1,6,10,16,29,2,3.16666666666667,11
"1100",2024-08-01,"exposure_32e85ab6-c17e-4925-9633-9c5261256597",2,"male","true","4-6 mo","true",2024-06-26,24,80,200,"House","Seaford","3198","VIC",1985-12-07,80200,38,1,1,"purebred","water dog","poodletoy","poodletoy","false",1970-01-01,2024-06-04,"Morning (05:00 - 11:59)","exposure_32e85ab6-c17e-4925-9633-9c5261256597",1,2.13333333333333,0,0,0,0,"214011375","Good",1428.9,NA,0,1,2,7,3,20,1,4,1,6,10,5,38,2,2,8
"1101",2024-08-01,"exposure_32f93290-5bcd-4d76-94ac-82482f3959a6",4,"female","false","","",2024-04-11,4,90,100,"House","Port Lincoln","5606","SA",1971-11-27,90100,52,2,2.5,"cross","cross","cross","groodle cross, labradoodle","false",1970-01-01,2024-04-08,"Evening (18:00 - 23:59)","exposure_32f93290-5bcd-4d76-94ac-82482f3959a6",1,4.63333333333333,0,0,0,0,"406011133","Good",124.7,NA,0,0,2,5,1,5,1,2,0,2,10,2,52,3,0.333333333333333,5
"1102",2024-08-01,"exposure_334bb08a-b871-4fd9-8414-a9dc576081a0",5,"female","false","","",2024-03-08,20,90,100,"Apartment","Shelley","6148","WA",1986-01-08,90100,38,1,1,"purebred","spitz related","schnauzerminiature","schnauzerminiature","false",1970-01-01,2024-03-07,"Evening (18:00 - 23:59)","exposure_334bb08a-b871-4fd9-8414-a9dc576081a0",1,5.74193548387097,0,0,0,0,"506031128","Poor",1710.9,NA,0,0,1,8,3,15,1,2,1,5,10,4,38,2,1.66666666666667,15
"1103",2024-08-01,"exposure_3482cac1-2e16-4d3c-a8de-f2d6c954fef0",1,"male","false","","true",2024-07-19,32,80,200,"Apartment","Homebush","2140","NSW",1983-04-13,80200,41,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-07-20,"Afternoon (12:00 - 17:59)","exposure_3482cac1-2e16-4d3c-a8de-f2d6c954fef0",1,1.38709677419355,0,0,0,0,"120031396","Good",5792.6,NA,0,1,1,2,2,20,1,1,1,8,10,7,41,3,2.66666666666667,8
"1104",2024-08-01,"exposure_34f37e03-6c68-4b06-ac3f-281f653c4a9e",0,"female","false","","false",2024-08-06,3,80,200,"House","Good Night","4671","QLD",1988-01-05,80200,36,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-08-07,"Morning (05:00 - 11:59)","exposure_34f37e03-6c68-4b06-ac3f-281f653c4a9e",0.806451612903226,0.806451612903226,0,0,0,0,"319011498","Poor",7.6,NA,0,0,2,4,2,20,1,4,1,1,3,1,36,2,0.25,8
"1105",2024-08-01,"exposure_360e2a98-7eea-4163-b7f4-acab694799fd",7,"male","false","","",2024-01-03,4,80,0,"Apartment","Brunswick West","3055","VIC",1976-12-04,800,47,1,2,"purebred","brachycephalic","french bulldog","french bulldog","false",1970-01-01,2024-01-04,"Morning (05:00 - 11:59)","exposure_360e2a98-7eea-4163-b7f4-acab694799fd",1,8,3,429.036363636364,343.218181818182,0.375,"206011105","Good",NA,4.96292939038879,0.375,1,1,7,3,2,1,4,1,2,8,2,47,3,0.333333333333333,10
"1106",2024-08-01,"exposure_397adffd-b57b-49b3-8031-2a02a833ec6f",2,"male","true","0-3 mo","true",2024-06-28,4,100,200,"Apartment","Docklands","3008","VIC",1993-08-28,100200,30,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-06-29,"Afternoon (12:00 - 17:59)","exposure_397adffd-b57b-49b3-8031-2a02a833ec6f",1,2.06666666666667,0,0,0,0,"206041118","Good",7251.6,NA,0,1,1,7,2,20,1,1,1,1,4,1,31,2,0.333333333333333,8
"1107",2024-08-01,"exposure_3f9350b8-2f1b-4cd0-b7e4-ebead01e7cf3",3,"male","true","7-12 mo","false",2024-05-19,78,80,100,"House","Belmore","2192","NSW",1997-06-26,80100,26,2,3,"cross","cross","cross","american staffordshire terrier cross, boxer","false",1970-01-01,2024-05-20,"Afternoon (12:00 - 17:59)","exposure_3f9350b8-2f1b-4cd0-b7e4-ebead01e7cf3",1,3.38709677419355,0,0,0,0,"119021362","Good",4624.9,NA,0,1,2,2,1,5,1,1,1,10,10,41,27,2,6.5,5
"1108",2024-08-01,"exposure_466e6f94-3e15-469a-afe7-50101a3bdaee",4,"female","false","","",2024-04-26,7,90,100,"House","Balgowlah","2093","NSW",1980-04-18,90100,44,1,2,"purebred","collie related","australian kelpie","australian kelpie","false",1970-01-01,2024-04-26,"Morning (05:00 - 11:59)","exposure_466e6f94-3e15-469a-afe7-50101a3bdaee",1,4.13333333333333,7,5636.97272727273,4826.5,1.69354838709677,"122011418","Poor",2737.4,6.69119230085112,1.69354838709677,0,2,2,3,4,1,4,1,2,10,3,44,3,0.583333333333333,6
"1109",2024-08-01,"exposure_46c2577b-63f0-4fc9-bd32-05a278d45cd4",5,"female","false","","",2024-03-09,26,80,100,"House","Blackwood","5051","SA",1988-07-14,80100,35,1,2,"cross","","bordoodle","bordoodle","false",1970-01-01,2024-02-12,"Morning (05:00 - 11:59)","exposure_46c2577b-63f0-4fc9-bd32-05a278d45cd4",1,5.70967741935484,0,0,0,0,"403031067","Poor",797.5,NA,0,0,2,5,1,1,1,4,1,6,10,11,36,2,2.16666666666667,13
"1110",2024-08-01,"exposure_471df1e2-02bf-428f-98bf-5a038ced79c6",1,"female","true","0-3 mo","false",2024-07-20,10,90,0,"House","Connells Point","2221","NSW",1985-07-26,900,39,1,1,"purebred","terrier","jack russell terrier","jack russell terrier","false",1970-01-01,2024-07-21,"Morning (05:00 - 11:59)","exposure_471df1e2-02bf-428f-98bf-5a038ced79c6",1,1.35483870967742,0,0,0,0,"119031374","Acceptable",4243.3,NA,0,0,2,2,3,17,1,4,1,3,10,2,39,2,0.833333333333333,3
"1111",2024-08-01,"exposure_495a5253-dc5f-4756-ac3b-7405359acf9d",9,"male","false","","",2023-11-05,41,80,100,"House","Matraville","2036","NSW",NA,80100,NA,1,3,"purebred","brachycephalic","american staffordshire terrier","american staffordshire terrier","false",1970-01-01,2023-11-06,"Morning (05:00 - 11:59)","exposure_495a5253-dc5f-4756-ac3b-7405359acf9d",1,8,1,1988.81818181818,1423.78181818182,0.125,"117011323","Poor",5059,7.59529586281954,0.125,1,2,2,3,2,1,4,1,NA,10,25,NA,NA,3.41666666666667,10
"1112",2024-08-01,"exposure_4995013e-3254-43b5-8978-e4fbfd1a39cb",2,"female","false","","",2024-05-31,15,80,100,"House","Airport West","3042","VIC",1992-01-20,80100,32,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","false",1970-01-01,2024-05-14,"Morning (05:00 - 11:59)","exposure_4995013e-3254-43b5-8978-e4fbfd1a39cb",1,3,0,0,0,0,"210011226","Poor",2275.6,NA,0,0,2,7,3,14,1,4,1,3,10,6,32,2,1.25,4
"1113",2024-08-01,"exposure_4dd3b5a0-c7a1-4372-b9cf-0ea9590378f2",2,"female","false","","false",2024-06-27,1,80,200,"House","Middle Ridge","4350","QLD",1997-07-08,80200,26,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","false",1970-01-01,2024-06-28,"Afternoon (12:00 - 17:59)","exposure_4dd3b5a0-c7a1-4372-b9cf-0ea9590378f2",1,2.1,0,0,0,0,"307021180","Acceptable",3.7,NA,0,0,2,4,3,14,1,1,1,1,2,1,27,2,0.0833333333333333,4
"1114",2024-08-01,"exposure_4e169449-ef90-4622-9ec4-2a5655ae5d41",9,"female","true","4-6 mo","",2023-11-12,46,90,100,"Apartment","Revesby","2212","NSW",1995-10-11,90100,28,2,1.5,"cross","cross","cross","spoodle, english springer spaniel cross","true",1970-01-02,2023-11-13,"Evening (18:00 - 23:59)","exposure_4e169449-ef90-4622-9ec4-2a5655ae5d41",1,8,0,0,0,0,"119011353","Poor",NA,NA,0,0,1,2,1,5,2,2,0,8,10,14,29,2,3.83333333333333,5
"1115",2024-08-01,"exposure_4e88a746-b687-4aa5-b7b4-d2e56412417d",7,"male","false","","",2024-01-21,2,80,100,"House","St Helens Park","2560","NSW",1978-01-28,80100,46,1,1,"cross","","spoodle","spoodle","false",1970-01-01,2024-01-22,"Morning (05:00 - 11:59)","exposure_4e88a746-b687-4aa5-b7b4-d2e56412417d",1,7.32258064516129,3,866.754545454545,443.290909090909,0.409691629955947,"107021135","Poor",0,5.66614354013426,0.409691629955947,1,2,2,1,1,1,4,1,1,2,1,46,3,0.166666666666667,13
"1116",2024-08-01,"exposure_50635ae5-70ce-4243-ba52-a31b9676965c",8,"male","false","","",2023-12-15,2,80,0,"House","Golden Bay","6174","WA",1966-04-29,800,57,2,1,"cross","cross","cross","maltese cross, shih tzu","true",1970-01-01,2023-12-16,"Afternoon (12:00 - 17:59)","exposure_50635ae5-70ce-4243-ba52-a31b9676965c",1,8,1,165.090909090909,132.072727272727,0.125,"507051191","Good",1692.1,5.10649628636287,0.125,1,2,8,1,5,2,1,1,1,2,1,58,3,0.166666666666667,5
"1117",2024-08-01,"exposure_50fe30d6-ac85-4e5d-94cc-b7d0e6ce0d72",0,"male","false","","false",2024-08-28,3,100,200,"Apartment","Corio","3214","VIC",1998-02-04,100200,26,1,2,"designerbreed","water dog","mini groodle","mini groodle","false",1970-01-01,2024-08-29,"Evening (18:00 - 23:59)","exposure_50fe30d6-ac85-4e5d-94cc-b7d0e6ce0d72",0.0967741935483871,0.0967741935483871,0,0,0,0,"203021038","Good",NA,NA,0,1,1,7,2,20,1,2,1,1,6,2,26,2,0.25,8
"1118",2024-08-01,"exposure_52d55cb3-bf9c-466f-96ef-af7f78b2b4c3",8,"female","false","","",2023-12-11,74,80,100,"House","Sippy Downs","4556","QLD",1960-10-04,80100,63,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2023-11-18,"Afternoon (12:00 - 17:59)","exposure_52d55cb3-bf9c-466f-96ef-af7f78b2b4c3",1,8,0,0,0,0,"316011413","Poor",800.5,NA,0,0,2,4,2,20,1,1,1,10,10,15,64,4,6.16666666666667,8
"1119",2024-08-01,"exposure_53c4420a-15e2-462b-afb3-0ec14272f970",0,"female","false","","false",2024-08-05,3,100,200,"House","Craigmore","5114","SA",1946-08-19,100200,78,1,1,"purebred","brachycephalic","chihuahua","chihuahua","false",1970-01-01,2024-08-06,"Afternoon (12:00 - 17:59)","exposure_53c4420a-15e2-462b-afb3-0ec14272f970",0.838709677419355,0.838709677419355,0,0,0,0,"401021003","Acceptable",19.6,NA,0,0,2,5,3,2,1,1,1,2,3,1,78,4,0.25,10
"1120",2024-08-01,"exposure_57680d7d-13a3-40de-b27c-d98b7f4e1c5f",3,"female","false","","false",2024-05-17,2,100,100,"House","Mount Barker","5251","SA",1985-10-15,100100,38,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-05-18,"Evening (18:00 - 23:59)","exposure_57680d7d-13a3-40de-b27c-d98b7f4e1c5f",1,3.45161290322581,0,0,0,0,"401021007","Good",454.3,NA,0,0,2,5,2,20,1,2,1,1,2,1,39,2,0.166666666666667,8
"1121",2024-08-01,"exposure_59568c44-11b5-4eec-9755-f68d97c3a72c",2,"male","false","","",2024-06-26,53,80,200,"House","Innaloo","6018","WA",1991-02-18,80200,33,1,2,"purebred","brachycephalic","french bulldog","french bulldog","false",1970-01-01,2024-06-23,"Evening (18:00 - 23:59)","exposure_59568c44-11b5-4eec-9755-f68d97c3a72c",1,2.13333333333333,0,0,0,0,"505021088","Poor",3557.1,NA,0,1,2,8,3,2,1,2,1,10,10,22,33,2,4.41666666666667,10
"1122",2024-08-01,"exposure_5cd1ebc1-00f0-4f3e-bc14-306a3705c2af",0,"male","false","","",2024-08-26,4,80,200,"House","Earlwood","2206","NSW",2000-07-23,80200,24,1,2,"purebred","teckel","cardigan welsh corgi","cardigan welsh corgi","false",1970-01-01,2024-08-27,"Morning (05:00 - 11:59)","exposure_5cd1ebc1-00f0-4f3e-bc14-306a3705c2af",0.161290322580645,0.161290322580645,0,0,0,0,"119021363","Acceptable",NA,NA,0,1,2,2,3,16,1,4,1,1,8,2,24,2,0.333333333333333,11
"1123",2024-08-01,"exposure_5cea6aeb-d04c-4893-b4e1-72e236eae0f8",1,"male","true","1-2 yr","true",2024-07-19,54,80,200,"House","Goodna","4300","QLD",1986-01-07,80200,38,1,3,"unnamed cross","unknown","bull arab cross","bull arab cross","false",1970-01-01,2024-07-20,"Morning (05:00 - 11:59)","exposure_5cea6aeb-d04c-4893-b4e1-72e236eae0f8",1,1.38709677419355,0,0,0,0,"310011276","Poor",349.8,NA,0,1,2,4,4,19,1,4,1,10,10,33,38,2,4.5,14
"1124",2024-08-01,"exposure_5e01d777-5474-4163-8731-4da2e468177f",5,"male","true","4-6 mo","",2024-03-06,26,100,100,"House","Kings Langley","2147","NSW",1993-05-15,100100,30,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-02-12,"Morning (05:00 - 11:59)","exposure_5e01d777-5474-4163-8731-4da2e468177f",1,5.80645161290323,1,1417.27272727273,1286.81818181818,0.172222222222222,"116011307","Poor",2184.5,7.25648968925345,0.172222222222222,1,2,2,2,20,1,4,1,5,10,6,31,2,2.16666666666667,8
"1125",2024-08-01,"exposure_5f9196c4-8449-4fd4-b8f0-9b68904f34dc",6,"male","false","","",2024-02-07,2,80,100,"House","Coolangatta","4225","QLD",1984-10-08,80100,39,1,3,"purebred","mastiff","rottweiler","rottweiler","false",1970-01-01,2024-02-08,"Afternoon (12:00 - 17:59)","exposure_5f9196c4-8449-4fd4-b8f0-9b68904f34dc",1,6.75862068965517,3,528.381818181818,204.518181818182,0.443877551020408,"309021230","Acceptable",3631.7,5.17120687419391,0.443877551020408,1,2,4,3,7,1,1,1,1,6,2,40,3,0.166666666666667,17
"1126",2024-08-01,"exposure_637b15ba-7deb-464c-8d79-8b6423913b03",9,"male","true","7-12 mo","",2023-11-21,8,90,100,"House","Goonellabah","2480","NSW",1987-09-06,90100,36,1,1,"purebred","terrier","chinese crested dog","chinese crested dog","false",1970-01-01,2023-11-22,"Morning (05:00 - 11:59)","exposure_637b15ba-7deb-464c-8d79-8b6423913b03",1,8,0,0,0,0,"112011237","Acceptable",46.2,NA,0,1,2,2,3,17,1,4,1,2,8,2,37,2,0.666666666666667,3
"1127",2024-08-01,"exposure_65b2ca91-71aa-488f-97b9-b90f9018f5bb",5,"male","true","7-12 mo","",2024-03-07,23,90,100,"House","Forestville","5035","SA",1985-06-25,90100,38,1,3,"purebred","retriever","labrador retriever","labrador retriever","false",1970-01-01,2024-03-04,"Morning (05:00 - 11:59)","exposure_65b2ca91-71aa-488f-97b9-b90f9018f5bb",1,5.7741935483871,0,0,0,0,"401071023","Acceptable",2524.4,NA,0,1,2,5,3,10,1,4,1,5,10,14,39,2,1.91666666666667,9
"1128",2024-08-01,"exposure_6740e45f-05ee-4215-9ee8-1ed61ee3c078",5,"male","false","","",2024-03-10,21,100,100,"House","Clontarf","4019","QLD",1968-06-10,100100,55,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-03-11,"Evening (18:00 - 23:59)","exposure_6740e45f-05ee-4215-9ee8-1ed61ee3c078",1,5.67741935483871,0,0,0,0,"313051377","Poor",1386.2,NA,0,1,2,4,2,20,1,2,1,7,10,13,56,3,1.75,8
"1129",2024-08-01,"exposure_683d5ec5-13b8-4d68-b55d-00be9c506b70",0,"male","false","","false",2024-08-06,2,80,200,"House","Saint Agnes","5097","SA",1985-09-28,80200,38,1,1,"designerbreed","water dog","cavoodle","cavoodle","true",1970-01-01,2024-08-04,"Morning (05:00 - 11:59)","exposure_683d5ec5-13b8-4d68-b55d-00be9c506b70",0.806451612903226,0.806451612903226,0,0,0,0,"402051052","Acceptable",1748.6,NA,0,1,2,5,2,20,2,4,1,1,2,1,39,2,0.166666666666667,8
"1130",2024-08-01,"exposure_699ba0ab-ee7c-4d4a-8d20-a6221f0f8ebd",0,"female","false","","false",2024-08-18,3,80,200,"House","Woy Woy","2256","NSW",1975-06-10,80200,49,1,2,"purebred","collie related","border collie","border collie","false",1970-01-01,2024-08-19,"Afternoon (12:00 - 17:59)","exposure_699ba0ab-ee7c-4d4a-8d20-a6221f0f8ebd",0.419354838709677,0.419354838709677,0,0,0,0,"102011030","Poor",6.1,NA,0,0,2,2,3,4,1,1,1,1,6,2,49,3,0.25,6
"1131",2024-08-01,"exposure_6b1c5902-7769-4a44-8a72-4f7016fb7b7b",4,"female","true","7-12 mo","true",2024-04-26,26,80,0,"House","Armstrong Creek","3217","VIC",1995-07-12,800,28,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","true",1970-01-01,2024-04-27,"Afternoon (12:00 - 17:59)","exposure_6b1c5902-7769-4a44-8a72-4f7016fb7b7b",1,4.13333333333333,0,0,0,0,"203021042","Poor",619.5,NA,0,0,2,7,3,16,2,1,1,5,10,6,29,2,2.16666666666667,11
